,maker,car_name,prices,base_price,trim,color,year,milage,permit_validity,repair_history,guarantee,engine_size,city,prefecture
1402,スズキ,スペーシア 660 ハイブリッド X 純正8型SDナビ　Bluetooth　ETC　衝突軽減,103.4,95.9,ハッチバック,銀,2019,5万km,2024(R06)年12月,なし,保証付,660CC,柴田郡,宮城県
1403,ホンダ,N-WGN 660 L ホンダ センシング 2年保証付　デモカー　運転支援　ドラレコ,121.2,115.0,ハッチバック,黄真珠,2022,1.1万km,2025(R07)年03月,なし,保証付,660CC,木更津市,千葉県
1404,ホンダ,N-WGN カスタム 660 L ホンダ センシング 衝突軽減B 社外ナビ Bカメ 電子パーキング,123.9,116.9,ハッチバック,茶真珠,2022,1.3万km,2025(R07)年01月,なし,保証付,660CC,津市,三重県
1405,ホンダ,N-BOX カスタム 660 G L ターボ ホンダセンシング 衝突軽減 クルコン LEDヘッド 両側電動PS,135.2,124.8,ハッチバック,紫,2020,4万km,車検整備付,なし,保証付,660CC,野洲市,滋賀県
1406,ダイハツ,ミライース 660 L SAIII 4WD 新車保証継承有　衝突被害軽減ブレーキ,97.4,91.0,ハッチバック,白,2023,0.4万km,2026(R08)年03月,なし,保証付,660CC,弘前市,青森県
1407,ダイハツ,ミライース 660 L SAIII 4WD 新車保証継承有　寒冷地仕様　キーレス,97.4,91.0,ハッチバック,黒,2023,0.3万km,2026(R08)年03月,なし,保証付,660CC,弘前市,青森県
1408,スズキ,アルトラパン 660 X セーフティサポート ナビ バックカメラ HID,109.9,102.0,ハッチバック,黄,2020,3.1万km,2025(R07)年02月,なし,保証付,660CC,彦根市,滋賀県
1409,スズキ,アルトラパン 660 X 届出済軽未使用車,139.9,131.7,ハッチバック,薄茶,2023,3km,2026(R08)年08月,なし,保証付,660CC,倉敷市,岡山県
1410,マツダ,フレア 660 ハイブリッド XG シートヒーター　衝突軽減ブレーキ　CD,83.3,75.8,ハッチバック,白真珠,2017,3.8万km,車検整備付,なし,保証付,660CC,諫早市,長崎県
1411,ダイハツ,タント 660 Xターボ SAIII 4WD 純正8型ナビ両側電動 ドラレコ LED ETC,125.9,118.6,ハッチバック,真珠白,2019,3.4万km,2024(R06)年01月,なし,保証付,660CC,福井市,福井県
1412,スズキ,スペーシア 660 ハイブリッド G スズキセーフティサポート非装着車 ハイブリッド車　プッシュスタート　AAC,124.6,116.9,ハッチバック,黒,2023,0.1万km,2026(R08)年01月,なし,保証付,660CC,堺市北区,大阪府
1413,ホンダ,N-BOX カスタム 660 EX 衝突軽減/ナビ/TV/Bカメラ/両側Pスライド,169.9,164.9,ハッチバック,黒真珠,2022,3km,2025(R07)年10月,なし,保証付,660CC,大和郡山市,奈良県
1414,スズキ,ハスラー 660 ハイブリッド X 禁煙車　純正9インチナビ　全方位モニター,139.1,129.9,クロカン・ＳＵＶ,桃,2021,2.9万km,車検整備付,なし,保証付,660CC,柴田郡,宮城県
1415,スズキ,スペーシア 660 カスタム ハイブリッド XS ※期 間 限 定 ドラレコ プ レ ゼ ン ト※,109.9,99.0,ハッチバック,青銀Ｍ,2018,4.6万km,車検整備付,なし,保証付,660CC,川口市,埼玉県
1416,スズキ,ワゴンRスマイル 660 ハイブリッド S ETC　ドラレコ　ナンバーフレーム付き,124.8,114.8,ハッチバック,青,2021,116km,2024(R06)年10月,なし,保証付,660CC,八王子市,東京都
1417,ホンダ,N-BOX 660 カスタムG ターボ Lパッケージ 2トーンカラースタイル 4WD 禁煙車 純正ナビ バックカメラ 両パワ,103.9,93.1,ハッチバック,赤黒,2016,5.7万km,車検整備付,なし,保証付,660CC,米子市,鳥取県
1418,ダイハツ,コペン ローブ 660 純正ナビ フルセグ 純正AW LEDライト,188.7,179.2,オープン,黄,2022,0.4万km,2025(R07)年06月,なし,保証付,660CC,長野市,長野県
1419,ダイハツ,ミライース 660 G SA スマートキー　スマートアシスト　AAC,44.5,33.5,ハッチバック,茶,2015,2万km,車検整備付,なし,保証付,660CC,稲沢市,愛知県
1420,ホンダ,N-BOX 660 G L ホンダセンシング Mナビ(VXM-185VFi)　Bluetooth　センシング,109.6,99.8,ハッチバック,青,2018,2.7万km,車検整備付,なし,保証付,660CC,枚方市,大阪府
1421,ダイハツ,タント 660 X SA キーフリー　片側パワースライド,45.9,37.4,ハッチバック,黒,2014,8.6万km,車検整備付,なし,保証付,660CC,和歌山市,和歌山県
1422,ダイハツ,タント 660 L バックカメラ ドライブレコーダー ETC,117.4,107.8,ハッチバック,白真珠,2022,2.3万km,2025(R07)年05月,なし,保証付,660CC,名古屋市港区,愛知県
1423,ダイハツ,タント 660 ファンクロスターボ 届出済未使用車,174.9,165.6,ハッチバック,赤,2023,6km,2026(R08)年03月,なし,保証付,660CC,丸亀市,香川県
1424,ダイハツ,キャスト スタイル 660 Gターボ VS SAIII 4WD 新車保証継承有り 寒冷地仕様 バックカメラ,150.7,144.0,ハッチバック,緑,2023,5km,2026(R08)年03月,なし,保証付,660CC,十和田市,青森県
1425,ダイハツ,キャスト スタイル 660 Gターボ VS SAIII 4WD 新車保証継承有　衝突被害軽減ブレーキ,150.7,144.0,ハッチバック,緑,2023,5km,2026(R08)年03月,なし,保証付,660CC,弘前市,青森県
1426,スズキ,ワゴンR 660 FA 純正CDデッキ キーレスキー 電動格納ミラー,57.9,50.8,ハッチバック,白,2019,4万km,車検整備付,なし,保証付,660CC,栗東市,滋賀県
1427,ホンダ,N-WGN カスタム 660 L ホンダ センシング ホンダ純正メモリーナビ　フルセグTV,126.9,119.8,ハッチバック,灰,2020,2.2万km,2025(R07)年04月,なし,保証付,660CC,柳川市,福岡県
1428,日産,デイズ 660 ハイウェイスターGターボ 衝突軽減B LEDライト アラウンドビューM,123.2,116.9,ハッチバック,白真珠,2021,1.3万km,2024(R06)年03月,なし,保証付,660CC,栗東市,滋賀県
1429,ホンダ,N-WGN 660 カスタムG SSパッケージ ナビBTフルセグBカメCTBAドラレコETC禁煙,83.8,79.7,ハッチバック,青,2017,4.2万km,2024(R06)年02月,なし,保証付,660CC,岡山市南区,岡山県
1430,スズキ,スペーシア 660 ハイブリッド X 衝突軽減B 両側電動スラ シートH Pスタート,100.1,89.8,ハッチバック,青,2018,2.5万km,車検整備付,なし,保証付,660CC,野洲市,滋賀県
1431,スズキ,ジムニー 660 XL 4WD MT車 シートヒーター スマートキー 禁煙車,189.9,181.7,クロカン・ＳＵＶ,灰,2022,0.8万km,2025(R07)年06月,なし,保証付,660CC,北斗市,北海道
1432,スズキ,スペーシア ハイブリッドG ,129.8,121.9,ハッチバック,茶,2022,0.2万km,2025(R07)年11月,なし,保証付,660CC,松山市,愛媛県
1433,ホンダ,N-BOX 660 G ターボSSパッケージ ブレーキサポート 両側オートスライド,72.8,59.8,ハッチバック,真珠白,2017,7.5万km,車検整備無,なし,保証付,660CC,春日部市,埼玉県
1434,日産,デイズルークス 660 ハイウェイスター Gターボ /両側オートスライドドア/MM318D-W,111.2,103.8,ハッチバック,赤,2018,1.1万km,車検整備付,なし,保証付,660CC,宇都宮市,栃木県
1435,三菱,eKスペース 660 G スマートキーオーディオバックカメラ保証付,44.6,34.8,ハッチバック,真珠,2015,6.3万km,車検整備付,なし,保証付,660CC,高砂市,兵庫県
1436,ホンダ,N-BOX カスタム 660 L ターボ ホンダセンシング 両側電動ドア 未登録車,172.9,164.0,ハッチバック,黒真珠,2023,2km,新車未登録,なし,保証付,660CC,神戸市長田区,兵庫県
1437,ダイハツ,ムーヴキャンバス 660 ストライプス X スマートアシスト 届出済未使用車,139.9,129.1,ハッチバック,薄茶白,2023,7km,2026(R08)年03月,なし,保証付,660CC,長岡市,新潟県
1438,ダイハツ,ムーヴキャンバス 660 G メイクアップ SAII ナビ　TV　Bカメラ　衝突軽減ブレーキ,92.8,89.8,ハッチバック,黒,2016,2.7万km,車検整備付,あり,保証付,660CC,柏市,千葉県
1439,ダイハツ,ミラトコット 660 L SAIII ETC　ドラレコ　ナンバーフレーム付き,94.8,84.8,ハッチバック,青,2021,688km,2024(R06)年04月,なし,保証付,660CC,八王子市,東京都
1440,ダイハツ,ミラトコット 660 L SAIII ETC　ドラレコ　ナンバーフレーム付き,94.8,84.8,ハッチバック,青,2021,688km,2024(R06)年04月,なし,保証付,660CC,八王子市,東京都
1441,ホンダ,N-WGN 660 L ホンダ センシング 衝突軽減B 電動パーキングブレーキ ACC,99.3,93.0,ハッチバック,黒真珠,2021,2.5万km,2024(R06)年05月,なし,保証付,660CC,尼崎市,兵庫県
1442,スズキ,ハスラー 660 ハイブリッド G 衝突軽減B スマートキー アイドリングS,119.4,113.1,クロカン・ＳＵＶ,青,2021,0.4万km,2024(R06)年01月,なし,保証付,660CC,堺市北区,大阪府
1443,ホンダ,N-WGN 660 カスタムG Lパッケージ 禁煙車 純正SDナビ ETC,79.9,71.7,ハッチバック,紫,2016,3.8万km,2025(R07)年05月,なし,保証付,660CC,甲斐市,山梨県
1444,ホンダ,N-BOX 660 L 2年保証1オ-ナ純正ナビ地デジRカメ片電扉シ,125.7,119.8,ハッチバック,桃真珠,2021,1.9万km,2024(R06)年04月,なし,保証付,660CC,京都市伏見区,京都府
1445,ホンダ,N-BOX 660 EX ターボ 元弊社レンタカー　メモリーナビ(VXM214-VF,141.3,131.8,ハッチバック,緑,2021,1.6万km,車検整備付,なし,保証付,660CC,大阪市鶴見区,大阪府
1446,ホンダ,N-VAN 660 G ホンダセンシング ※期 間 限 定 ドラレコ プ レ ゼ ン ト※,99.9,89.0,ハッチバック,白,2020,1.5万km,2024(R06)年01月,なし,保証付,660CC,川口市,埼玉県
1447,ホンダ,N-BOX 660 カスタムG ターボSSパッケージ 認定中古車　ナビ　Bカメラ　ワンオーナー,77.1,67.8,ハッチバック,白真珠,2016,9.1万km,車検整備付,なし,保証付,660CC,千葉市稲毛区,千葉県
1448,日産,デイズ 660 X 軽自動車・キーフリー・電動格納ミラー,129.8,121.8,ハッチバック,白真珠,2023,9km,2026(R08)年10月,なし,保証付,660CC,枚方市,大阪府
1449,ホンダ,N-BOX カスタム 660 L 未使用車 両側パワスラ クルコン 温シート,166.4,154.2,ハッチバック,黒Ｍ,2023,3km,2026(R08)年06月,なし,保証付,660CC,津市,三重県
1450,ダイハツ,ムーヴコンテ 660 X VS 純正ナビ フルセグTV 社外14AW Bカメラ,59.4,48.8,ハッチバック,桃,2014,6.2万km,車検整備付,なし,保証付,660CC,益田市,島根県
1451,スズキ,ジムニー 660 XC 4WD 届出済未使用車 衝突軽減 レーンキープ LED,218,206.1,クロカン・ＳＵＶ,黒真珠,2023,14km,2026(R08)年07月,なし,保証付,660CC,北九州市八幡東区,福岡県
1452,ホンダ,N-BOX 660 G ホンダセンシング 純正メモリーナビ　リアカメラ　ドラレコ,105.9,99.8,ハッチバック,青,2019,0.6万km,2024(R06)年07月,なし,保証付,660CC,明石市,兵庫県
1453,ホンダ,N-ONE 660 プレミアム 2年保証付　ドラレコ　ナビ　1オーナー,118.7,109.8,ハッチバック,赤黒,2019,2.4万km,車検整備付,なし,保証付,660CC,成田市,千葉県
1454,ダイハツ,タント 660 カスタム RS 社外ナビ フルセグ CD/DVD Bカメ 両パワ,71.9,62.5,ハッチバック,黒,2014,5.5万km,車検整備付,なし,保証付,660CC,堺市西区,大阪府
1455,スズキ,ハスラー 660 G 衝突軽減 禁煙車 Bluetooth シートヒーター,75.9,68.6,クロカン・ＳＵＶ,金,2017,4.1万km,2024(R06)年03月,なし,保証付,660CC,知多郡,愛知県
1456,ホンダ,N-BOX 660 カスタムG ターボ Lパッケージ ワンオーナー車　カロッツェリアメモリーナ,74.6,64.8,ハッチバック,青,2015,8万km,車検整備付,あり,保証付,660CC,奈良市,奈良県
1457,ダイハツ,タフト 660 X スマートアシスト　サイドエアバッグ　カー,122.3,115.8,クロカン・ＳＵＶ,薄茶,2022,759km,2025(R07)年08月,なし,保証付,660CC,那須塩原市,栃木県
1458,ホンダ,N-WGN 660 G ターボパッケージ スマートキーオーディオエコアイドル保証付,59.6,49.8,ハッチバック,真珠,2014,5.7万km,2025(R07)年03月,なし,保証付,660CC,高砂市,兵庫県
1459,ダイハツ,ウェイク 660 X ファインセレクション SA キーフリー　片側パワースライド,79.6,71.1,ハッチバック,黒,2015,7.6万km,車検整備付,なし,保証付,660CC,和歌山市,和歌山県
1460,ダイハツ,ムーヴキャンバス 660 G メイクアップ リミテッド SAIII 両側オートスライド アラウンドビュー,126.8,114.8,ハッチバック,薄茶II,2020,0.2万km,車検整備無,なし,保証付,660CC,高崎市,群馬県
1461,日産,デイズルークス 660 X ナビ　フルTV　ETC バックモニター,79.6,72.0,ハッチバック,銀,2019,4.9万km,車検整備付,なし,保証付,660CC,熊本市東区,熊本県
1462,ホンダ,N-BOX 660 G L ターボ ホンダセンシング ワンオーナー　メモリーナビ　ETC　フルセ,119.3,109.8,ハッチバック,黒,2019,2.6万km,車検整備付,なし,保証付,660CC,箕面市,大阪府
1463,日産,ルークス 660 S 禁煙車 衝突軽減装置 両側スライドドア,119.9,112.7,ハッチバック,黒,2022,0.5万km,2024(R06)年03月,なし,保証付,660CC,熊本市西区,熊本県
1464,ダイハツ,タフト 660 G 4WD WEB商談可 届出済未使用車 4WD,139.9,134.1,クロカン・ＳＵＶ,薄茶,2022,9km,2025(R07)年04月,なし,保証付,660CC,弘前市,青森県
1465,ダイハツ,キャスト スタイル 660 X SAII 禁煙車 SDナビ 衝突軽減　バックカメラ,79.9,69.3,ハッチバック,茶,2016,1.3万km,車検整備付,なし,保証付,660CC,四日市市,三重県
1466,ダイハツ,タント 660 L 衝突軽減ブレーキ　届出済未使用車,134.9,124.9,ハッチバック,薄茶,2023,20km,2026(R08)年02月,なし,保証付,660CC,福岡市西区,福岡県
1467,マツダ,フレアワゴン 660 ハイブリッド XS 社外ナビ Bluetooth Bカメラ 両PS ETC,120.4,109.9,ハッチバック,桃II,2018,4.9万km,車検整備付,なし,保証付,660CC,益田市,島根県
1468,ホンダ,N-WGN 660 カスタムG Aパッケージ ナビTV Bluetooth バックカメラ 禁煙車,44.5,34.8,ハッチバック,黒,2015,8.8万km,車検整備付,なし,保証付,660CC,姫路市,兵庫県
1469,ダイハツ,ミライース L　SAIII キーレスエントリーシステム/ドライブレコ,84.9,78.8,ハッチバック,銀,2022,0.7万km,2025(R07)年08月,なし,保証付,660CC,宇都宮市,栃木県
1470,ホンダ,N-ONE 660 プレミアム 2年保証付　ドラレコ　ナビ　1オーナー,118.7,109.8,ハッチバック,赤黒,2019,2.4万km,車検整備付,なし,保証付,660CC,成田市,千葉県
1471,ホンダ,N-VAN 660 G ホンダセンシング ※期 間 限 定 ドラレコ プ レ ゼ ン ト※,99.9,89.0,ハッチバック,白,2020,1.5万km,2024(R06)年01月,なし,保証付,660CC,川口市,埼玉県
1472,ダイハツ,タント 660 カスタム RS 社外ナビ フルセグ CD/DVD Bカメ 両パワ,71.9,62.5,ハッチバック,黒,2014,5.5万km,車検整備付,なし,保証付,660CC,堺市西区,大阪府
1473,スズキ,ハスラー 660 G 衝突軽減 禁煙車 Bluetooth シートヒーター,75.9,68.6,クロカン・ＳＵＶ,金,2017,4.1万km,2024(R06)年03月,なし,保証付,660CC,知多郡,愛知県
1474,ダイハツ,ウェイク 660 X ファインセレクション SA キーフリー　片側パワースライド,79.6,71.1,ハッチバック,黒,2015,7.6万km,車検整備付,なし,保証付,660CC,和歌山市,和歌山県
1475,ダイハツ,ムーヴキャンバス 660 G メイクアップ リミテッド SAIII 両側オートスライド アラウンドビュー,126.8,114.8,ハッチバック,薄茶II,2020,0.2万km,車検整備無,なし,保証付,660CC,高崎市,群馬県
1476,ホンダ,N-BOX 660 G ホンダセンシング ETC　ドラレコ　ナンバーフレーム付き,109.8,99.8,ハッチバック,真珠,2020,0.5万km,2025(R07)年03月,なし,保証付,660CC,八王子市,東京都
1477,日産,ルークス 660 S 禁煙車 衝突軽減装置 両側スライドドア,119.9,112.7,ハッチバック,黒,2022,0.5万km,2024(R06)年03月,なし,保証付,660CC,熊本市西区,熊本県
1478,ホンダ,N-BOX カスタム 660 G L ホンダセンシング 認定中古車　運転支援　ドラレコ　ナビ,126.7,117.8,ハッチバック,茶真珠,2018,3万km,車検整備付,なし,保証付,660CC,千葉市中央区,千葉県
1479,ダイハツ,キャスト スタイル 660 X SAII 禁煙車 SDナビ 衝突軽減　バックカメラ,79.9,69.3,ハッチバック,茶,2016,1.3万km,車検整備付,なし,保証付,660CC,四日市市,三重県
1480,ダイハツ,タフト 660 G 届出済未使用車　スマートアシスト,134.6,125.9,クロカン・ＳＵＶ,青,2022,33km,2025(R07)年08月,なし,保証付,660CC,柴田郡,宮城県
1481,ダイハツ,タント 660 X リミテッド SAIII 社外7型ナビ 全方位カメラ ETC 両側電動,99.8,89.2,ハッチバック,茶,2018,3.1万km,車検整備付,なし,保証付,660CC,唐津市,佐賀県
1482,ダイハツ,ムーヴキャンバス 660 ストライプス X ETC　ドラレコ　ナンバーフレーム付き,144.8,134.8,ハッチバック,真珠赤,2023,11km,2026(R08)年10月,なし,保証付,660CC,八王子市,東京都
1483,ホンダ,N-BOX 660 G ホンダセンシング 純正メモリーナビ　リアカメラ　ドラレコ,105.9,99.8,ハッチバック,青,2019,0.6万km,2024(R06)年07月,なし,保証付,660CC,明石市,兵庫県
1484,ホンダ,N-BOX 660 カスタムG ターボ Lパッケージ ワンオーナー車　カロッツェリアメモリーナ,74.6,64.8,ハッチバック,青,2015,8万km,車検整備付,あり,保証付,660CC,奈良市,奈良県
1485,ホンダ,N-WGN 660 G ターボパッケージ スマートキーオーディオエコアイドル保証付,59.6,49.8,ハッチバック,真珠,2014,5.7万km,2025(R07)年03月,なし,保証付,660CC,高砂市,兵庫県
1486,三菱,eKワゴン 660 M 2WD　AT　キーレス,103.7,98.0,ハッチバック,黒,2021,1.3万km,車検整備付,なし,保証付,660CC,大分市,大分県
1487,日産,デイズ 660 X Vセレクション +SafetyII 4WD ,50,45.0,ハッチバック,紫,2015,5.5万km,車検整備付,あり,保証無,660CC,柏崎市,新潟県
1488,スズキ,ハスラー ハイブリッドG★届出済未使用車★ ,139.8,131.9,ハッチバック,橙,2022,4km,2025(R07)年09月,なし,保証付,650CC,松山市,愛媛県
1489,ダイハツ,タント 660 カスタム RS トップエディション SAII 両側パワースライドドア メモリナビ 禁煙車,98,87.2,ハッチバック,真珠白,2015,6.2万km,車検整備付,なし,保証付,660CC,長岡市,新潟県
1490,三菱,eKスペース 660 G セーフティ プラス エディション 4WD 衝突軽減システム/純正ナビ/全方位カメラ,105,94.3,ハッチバック,白,2018,2.1万km,車検整備付,なし,保証付,660CC,札幌市清田区,北海道
1491,ダイハツ,タフト 660 G 4WD WEB商談可 届出済未使用車 4WD,139.9,134.1,クロカン・ＳＵＶ,薄茶,2022,9km,2025(R07)年04月,なし,保証付,660CC,弘前市,青森県
1492,ホンダ,N-WGN 660 カスタムG Aパッケージ ナビTV Bluetooth バックカメラ 禁煙車,44.5,34.8,ハッチバック,黒,2015,8.8万km,車検整備付,なし,保証付,660CC,姫路市,兵庫県
1493,スズキ,ワゴンR 660 FX キーレス　アイドリングストップ,42.1,33.7,ハッチバック,銀,2014,7.1万km,車検整備付,なし,保証付,660CC,和歌山市,和歌山県
1494,ダイハツ,タント 660 X 4WD 片側電動ドア 新車保証継承 障害物センサー,155.3,148.0,ハッチバック,茶,2023,0.5万km,2026(R08)年03月,なし,保証付,660CC,青森市,青森県
1495,ダイハツ,キャスト スタイル 660 G SAII ナビ Bluetooth ETC ドラレコ,89,79.9,ハッチバック,深銀Ｍ,2017,4.7万km,2024(R06)年08月,なし,保証付,660CC,明石市,兵庫県
1496,日産,ルークス 660 ハイウェイスターX 両側電動スライド 全周囲カメラ 純正ナビ,146.6,137.5,ハッチバック,真珠白,2021,1.5万km,車検整備付,なし,保証付,660CC,彦根市,滋賀県
1497,スズキ,アルトラパン 660 モード 衝突被害軽減 車線逸脱警報 シートヒーター,113.9,103.7,ハッチバック,青白II,2020,34km,車検整備付,なし,保証付,660CC,西多摩郡,東京都
1498,スズキ,ジムニー 660 XC 4WD 禁煙車 SDナビ バックカメラ,189.9,182.1,クロカン・ＳＵＶ,黒,2021,0.6万km,2024(R06)年11月,なし,保証付,660CC,名古屋市守山区,愛知県
1499,スズキ,ジムニー 660 XC 4WD 届出済未使用車 衝突軽減 5MT ターボ,209.9,198.6,クロカン・ＳＵＶ,真珠白,2023,30km,2026(R08)年09月,なし,保証付,660CC,一宮市,愛知県
1500,ホンダ,N-BOX 660 G L ターボ ホンダセンシング 8インチナビ　フルセグ　リアカメラ,124.3,114.8,ハッチバック,灰,2019,1.6万km,車検整備付,なし,保証付,660CC,大阪狭山市,大阪府
1501,スズキ,ジムニー 660 XC 4WD 届出済未使用 衝突軽減 スマートキー LED,213.9,203.3,クロカン・ＳＵＶ,真珠白,2023,11km,2026(R08)年09月,なし,保証付,660CC,都窪郡,岡山県
1502,ダイハツ,タント 660 ファンクロス 届出済未使用車 衝突軽減B 両側自動ドア,156.9,149.2,ハッチバック,緑Ｍ,2022,4km,2025(R07)年11月,なし,保証付,660CC,相楽郡,京都府
1503,ホンダ,N-WGN 660 G SSパッケージII ディスプレイオーディオ　バックカメラ　ハ,84.3,74.8,ハッチバック,青,2018,2万km,車検整備付,なし,保証付,660CC,京都市山科区,京都府
1504,日産,デイズルークス 660 X Vセレクション アラウンドビュー 両側パワースライドドア,108.6,99.9,ハッチバック,黒,2019,3.7万km,2024(R06)年02月,なし,保証付,660CC,宮崎市,宮崎県
1505,マツダ,フレアワゴン 660 ハイブリッド XS 社外ナビ Bluetooth Bカメラ 両PS ETC,120.4,109.9,ハッチバック,桃II,2018,4.9万km,車検整備付,なし,保証付,660CC,益田市,島根県
1506,スズキ,ハスラー 660 ハイブリッド G 4WD ストラーダSDナビ エンジンスターター,159.9,148.8,クロカン・ＳＵＶ,薄茶,2022,1.6万km,2025(R07)年02月,なし,保証付,660CC,釧路市,北海道
1507,ホンダ,N-BOX 660 G L ホンダセンシング 電動スライド/CDオーディオ/オートエアコン,98.9,89.9,ハッチバック,茶,2018,3.8万km,車検整備無,なし,保証付,660CC,野々市市,石川県
1508,ホンダ,N-BOX 660 G ホンダセンシング ETC　ドラレコ　ナンバーフレーム付き,109.8,99.8,ハッチバック,真珠,2020,0.5万km,2025(R07)年03月,なし,保証付,660CC,八王子市,東京都
1509,ホンダ,N-BOX 660 G EX ターボ ホンダセンシング 4WD 純正ナビ・フルセグ・バックカメラ・スーパ,145.4,139.8,ハッチバック,黄真珠,2020,2.5万km,2025(R07)年03月,なし,保証付,660CC,札幌市中央区,北海道
1510,ダイハツ,タフト 660 X 4WD ガラスルーフ  スマートアシスト 禁煙車,136.9,127.9,クロカン・ＳＵＶ,金Ｍ,2023,6km,2026(R08)年09月,なし,保証付,660CC,帯広市,北海道
1511,ホンダ,N-BOX カスタム 660 G L ホンダセンシング 認定中古車　運転支援　ドラレコ　ナビ,126.7,117.8,ハッチバック,茶真珠,2018,3万km,車検整備付,なし,保証付,660CC,千葉市中央区,千葉県
1512,スズキ,エブリイワゴン 660 PZターボスペシャル ハイルーフ 軽自動車・キーフリー・両側スライドドア,179.8,171.8,ハッチバック,黒真珠,2023,4km,2026(R08)年02月,なし,保証付,660CC,枚方市,大阪府
1513,ダイハツ,タント 660 カスタム X 衝突ブレ・ナビ・BT・両パワスラ・ETC,125.1,119.7,ハッチバック,黒ＭＭ,2020,3万km,2024(R06)年01月,なし,保証付,660CC,和歌山市,和歌山県
1514,ダイハツ,タフト 660 G 届出済未使用車　スマートアシスト,134.6,125.9,クロカン・ＳＵＶ,青,2022,33km,2025(R07)年08月,なし,保証付,660CC,柴田郡,宮城県
1515,ダイハツ,タント 660 X リミテッド SAIII 社外7型ナビ 全方位カメラ ETC 両側電動,99.8,89.2,ハッチバック,茶,2018,3.1万km,車検整備付,なし,保証付,660CC,唐津市,佐賀県
1516,ダイハツ,ムーヴキャンバス 660 ストライプス X ETC　ドラレコ　ナンバーフレーム付き,144.8,134.8,ハッチバック,真珠赤,2023,11km,2026(R08)年10月,なし,保証付,660CC,八王子市,東京都
1517,日産,デイズルークス 660 ハイウェイスター Gターボ 純正ナビクルコンアラビュー両側オートS,110.5,99.8,ハッチバック,赤赤,2018,1.9万km,車検整備付,なし,保証付,660CC,橿原市,奈良県
1518,スズキ,ハスラー 660 ハイブリッド X 全方位モニター付メモリーナビ,162.4,155.7,クロカン・ＳＵＶ,青,2022,265km,2025(R07)年11月,なし,保証付,660CC,福井市,福井県
1519,三菱,eKワゴン 660 M 2WD　AT　キーレス,103.7,98.0,ハッチバック,黒,2021,1.3万km,車検整備付,なし,保証付,660CC,大分市,大分県
1520,日産,デイズ 660 X Vセレクション +SafetyII 4WD ,50,45.0,ハッチバック,紫,2015,5.5万km,車検整備付,あり,保証無,660CC,柏崎市,新潟県
1521,ダイハツ,ムーヴキャンバス 660 ストライプス X 届出済未使用車 衝突軽減 両側電動ドア,144.8,137.0,ハッチバック,白青,2023,4km,2026(R08)年06月,なし,保証付,660CC,横浜市都筑区,神奈川県
1522,スズキ,アルトラパン 660 G 4WD 届出済未使用車横滑防止機能シートヒーター,137.7,130.2,ハッチバック,緑,2023,15km,2026(R08)年09月,なし,保証付,660CC,北見市,北海道
1523,ホンダ,N-BOX カスタム 660 G L ターボ ホンダセンシング 8インチナビ　Rカメラ　地デジ　ドラレコ,129.4,119.8,ハッチバック,紫,2018,2.9万km,車検整備付,なし,保証付,660CC,明石市,兵庫県
1524,ダイハツ,タント 660 カスタム RS トップエディション SAII 両側パワースライドドア メモリナビ 禁煙車,98,87.2,ハッチバック,真珠白,2015,6.2万km,車検整備付,なし,保証付,660CC,長岡市,新潟県
1525,ダイハツ,タフト 660 G 4WD 純正7型ナビ・純正エンスタ・純正ドラレコ,150.8,144.8,クロカン・ＳＵＶ,黒,2020,2.2万km,2025(R07)年09月,なし,保証付,660CC,札幌市東区,北海道
1526,ホンダ,N-WGN カスタム 660 L ターボ ホンダ センシング フルセグナビ　バックカメラ,119.9,112.8,ハッチバック,紺Ｍ,2020,3.6万km,2025(R07)年02月,なし,保証付,660CC,安芸郡,広島県
1527,スズキ,ワゴンR 660 ハイブリッド FX 衝突被害軽減ブレーキ　スマートキー,99.9,89.9,ハッチバック,白,2022,1.3万km,2025(R07)年07月,なし,保証付,660CC,筑紫野市,福岡県
1528,ダイハツ,ミライース 660 L SAIII ブレーキサポート アイドリングストップ,48.8,36.8,ハッチバック,白,2018,1.4万km,車検整備無,あり,保証付,660CC,八王子市,東京都
1529,日産,NV100クリッパーリオ 660 E ハイルーフ ナビ　バックカメラ　ETC,99.1,91.0,ハッチバック,黒,2019,6.6万km,車検整備付,なし,保証付,660CC,福知山市,京都府
1530,ダイハツ,タント 660 ファンクロス 両側電動スライドドア/キーフリーシステム,161.5,154.8,ハッチバック,黒,2023,0.4万km,2026(R08)年02月,なし,保証付,660CC,宇都宮市,栃木県
1531,ダイハツ,タント 660 X 4WD 片側電動ドア 新車保証継承 障害物センサー,155.3,148.0,ハッチバック,茶,2023,0.5万km,2026(R08)年03月,なし,保証付,660CC,青森市,青森県
1532,ホンダ,N-BOX G ★届出済未使用車★ ,142.8,134.9,ハッチバック,茶,2022,2km,2025(R07)年08月,なし,保証付,660CC,松山市,愛媛県
1533,ダイハツ,タント 660 カスタム RS トップエディション VS SAIII 8インチナビ 全方位 両側パワスラドラレコ,129.8,120.9,ハッチバック,黒ＭＭ,2019,2.5万km,2024(R06)年02月,なし,保証付,660CC,野田市,千葉県
1534,ダイハツ,キャスト スタイル 660 G SAII ナビ Bluetooth ETC ドラレコ,89,79.9,ハッチバック,深銀Ｍ,2017,4.7万km,2024(R06)年08月,なし,保証付,660CC,明石市,兵庫県
